workshop_id,completed_retrofits,total_retrofit_time,total_waiting_time,throughput_per_hour,utilization_percent
WS_01,106,6360.0,22426.0,0.4418814701591051,22.094073507955255
WS_02,102,6120.0,22666.0,0.425206697700271,21.26033488501355
