workshop_id,completed_retrofits,total_retrofit_time,total_waiting_time,throughput_per_hour,utilization_percent
WS_01,138,8280.0,20516.0,0.5750798722044729,28.753993610223645
WS_02,132,7920.0,20876.0,0.5500763994999306,27.503819974996528
