timestamp,datetime,change_type,total_locomotives,busy_before,busy_after,available_before,available_after,utilization_before_percent,utilization_after_percent
1719.5,2025-12-02T04:39:30+00:00,released,2,2,1,0,1,100.0,50.0
1719.5,2025-12-02T04:39:30+00:00,allocated,2,2,2,0,0,100.0,100.0
1719.5,2025-12-02T04:39:30+00:00,released,2,2,1,0,1,100.0,50.0
1719.5,2025-12-02T04:39:30+00:00,allocated,2,1,2,1,0,50.0,100.0
1745.5,2025-12-02T05:05:30+00:00,released,2,2,1,0,1,100.0,50.0
1745.5,2025-12-02T05:05:30+00:00,allocated,2,2,2,0,0,100.0,100.0
1762.5,2025-12-02T05:22:30+00:00,released,2,2,1,0,1,100.0,50.0
1762.5,2025-12-02T05:22:30+00:00,allocated,2,2,2,0,0,100.0,100.0
1870.0,2025-12-02T07:10:00+00:00,released,2,2,1,0,1,100.0,50.0
1870.0,2025-12-02T07:10:00+00:00,allocated,2,2,2,0,0,100.0,100.0
1887.0,2025-12-02T07:27:00+00:00,released,2,2,1,0,1,100.0,50.0
1887.0,2025-12-02T07:27:00+00:00,allocated,2,2,2,0,0,100.0,100.0
1909.5,2025-12-02T07:49:30+00:00,released,2,2,1,0,1,100.0,50.0
1909.5,2025-12-02T07:49:30+00:00,allocated,2,2,2,0,0,100.0,100.0
1913.0,2025-12-02T07:53:00+00:00,released,2,2,1,0,1,100.0,50.0
1913.0,2025-12-02T07:53:00+00:00,allocated,2,2,2,0,0,100.0,100.0
1935.5,2025-12-02T08:15:30+00:00,released,2,2,1,0,1,100.0,50.0
1968.5,2025-12-02T08:48:30+00:00,allocated,2,1,2,1,0,50.0,100.0
1985.5,2025-12-02T09:05:30+00:00,released,2,2,1,0,1,100.0,50.0
1985.5,2025-12-02T09:05:30+00:00,allocated,2,1,2,1,0,50.0,100.0
2011.5,2025-12-02T09:31:30+00:00,released,2,2,1,0,1,100.0,50.0
2011.5,2025-12-02T09:31:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2028.5,2025-12-02T09:48:30+00:00,released,2,2,1,0,1,100.0,50.0
2028.5,2025-12-02T09:48:30+00:00,allocated,2,1,2,1,0,50.0,100.0
2054.5,2025-12-02T10:14:30+00:00,released,2,2,1,0,1,100.0,50.0
2054.5,2025-12-02T10:14:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2110.5,2025-12-02T11:10:30+00:00,released,2,2,1,0,1,100.0,50.0
2110.5,2025-12-02T11:10:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2127.5,2025-12-02T11:27:30+00:00,released,2,2,1,0,1,100.0,50.0
2127.5,2025-12-02T11:27:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2144.5,2025-12-02T11:44:30+00:00,released,2,2,1,0,1,100.0,50.0
2144.5,2025-12-02T11:44:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2170.5,2025-12-02T12:10:30+00:00,released,2,2,1,0,1,100.0,50.0
2170.5,2025-12-02T12:10:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2201.5,2025-12-02T12:41:30+00:00,released,2,2,1,0,1,100.0,50.0
2201.5,2025-12-02T12:41:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2227.5,2025-12-02T13:07:30+00:00,released,2,2,1,0,1,100.0,50.0
2227.5,2025-12-02T13:07:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2244.5,2025-12-02T13:24:30+00:00,released,2,2,1,0,1,100.0,50.0
2244.5,2025-12-02T13:24:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2349.5,2025-12-02T15:09:30+00:00,released,2,2,1,0,1,100.0,50.0
2349.5,2025-12-02T15:09:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2366.5,2025-12-02T15:26:30+00:00,released,2,2,1,0,1,100.0,50.0
2366.5,2025-12-02T15:26:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2387.5,2025-12-02T15:47:30+00:00,released,2,2,1,0,1,100.0,50.0
2387.5,2025-12-02T15:47:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2413.5,2025-12-02T16:13:30+00:00,released,2,2,1,0,1,100.0,50.0
2439.0,2025-12-02T16:39:00+00:00,released,2,1,0,1,2,50.0,0.0
2439.0,2025-12-02T16:39:00+00:00,allocated,2,0,1,2,1,0.0,50.0
2442.5,2025-12-02T16:42:30+00:00,allocated,2,1,2,1,0,50.0,100.0
2459.0,2025-12-02T16:59:00+00:00,released,2,2,1,0,1,100.0,50.0
2459.0,2025-12-02T16:59:00+00:00,allocated,2,1,2,1,0,50.0,100.0
2485.0,2025-12-02T17:25:00+00:00,released,2,2,1,0,1,100.0,50.0
2485.0,2025-12-02T17:25:00+00:00,allocated,2,2,2,0,0,100.0,100.0
2502.0,2025-12-02T17:42:00+00:00,released,2,2,1,0,1,100.0,50.0
2502.0,2025-12-02T17:42:00+00:00,allocated,2,2,2,0,0,100.0,100.0
2636.5,2025-12-02T19:56:30+00:00,released,2,2,1,0,1,100.0,50.0
2636.5,2025-12-02T19:56:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2653.5,2025-12-02T20:13:30+00:00,released,2,2,1,0,1,100.0,50.0
2653.5,2025-12-02T20:13:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2679.5,2025-12-02T20:39:30+00:00,released,2,2,1,0,1,100.0,50.0
2679.5,2025-12-02T20:39:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2689.0,2025-12-02T20:49:00+00:00,released,2,2,1,0,1,100.0,50.0
2689.0,2025-12-02T20:49:00+00:00,allocated,2,2,2,0,0,100.0,100.0
2705.5,2025-12-02T21:05:30+00:00,released,2,2,1,0,1,100.0,50.0
2705.5,2025-12-02T21:05:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2820.0,2025-12-02T23:00:00+00:00,released,2,2,1,0,1,100.0,50.0
2820.0,2025-12-02T23:00:00+00:00,allocated,2,2,2,0,0,100.0,100.0
2837.0,2025-12-02T23:17:00+00:00,released,2,2,1,0,1,100.0,50.0
2837.0,2025-12-02T23:17:00+00:00,allocated,2,2,2,0,0,100.0,100.0
2854.0,2025-12-02T23:34:00+00:00,released,2,2,1,0,1,100.0,50.0
2854.0,2025-12-02T23:34:00+00:00,allocated,2,2,2,0,0,100.0,100.0
2880.0,2025-12-03T00:00:00+00:00,released,2,2,1,0,1,100.0,50.0
2880.0,2025-12-03T00:00:00+00:00,allocated,2,2,2,0,0,100.0,100.0
2895.5,2025-12-03T00:15:30+00:00,released,2,2,1,0,1,100.0,50.0
2895.5,2025-12-03T00:15:30+00:00,allocated,2,2,2,0,0,100.0,100.0
2906.0,2025-12-03T00:26:00+00:00,released,2,2,1,0,1,100.0,50.0
2906.0,2025-12-03T00:26:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3037.0,2025-12-03T02:37:00+00:00,released,2,2,1,0,1,100.0,50.0
3037.0,2025-12-03T02:37:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3054.0,2025-12-03T02:54:00+00:00,released,2,2,1,0,1,100.0,50.0
3054.0,2025-12-03T02:54:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3071.0,2025-12-03T03:11:00+00:00,released,2,2,1,0,1,100.0,50.0
3071.0,2025-12-03T03:11:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3074.5,2025-12-03T03:14:30+00:00,released,2,2,1,0,1,100.0,50.0
3074.5,2025-12-03T03:14:30+00:00,allocated,2,2,2,0,0,100.0,100.0
3097.0,2025-12-03T03:37:00+00:00,released,2,2,1,0,1,100.0,50.0
3097.0,2025-12-03T03:37:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3100.5,2025-12-03T03:40:30+00:00,released,2,2,1,0,1,100.0,50.0
3152.5,2025-12-03T04:32:30+00:00,allocated,2,1,2,1,0,50.0,100.0
3169.5,2025-12-03T04:49:30+00:00,released,2,2,1,0,1,100.0,50.0
3169.5,2025-12-03T04:49:30+00:00,allocated,2,2,2,0,0,100.0,100.0
3186.5,2025-12-03T05:06:30+00:00,released,2,2,1,0,1,100.0,50.0
3186.5,2025-12-03T05:06:30+00:00,allocated,2,2,2,0,0,100.0,100.0
3212.5,2025-12-03T05:32:30+00:00,released,2,2,1,0,1,100.0,50.0
3212.5,2025-12-03T05:32:30+00:00,allocated,2,2,2,0,0,100.0,100.0
3238.5,2025-12-03T05:58:30+00:00,released,2,2,1,0,1,100.0,50.0
3238.5,2025-12-03T05:58:30+00:00,allocated,2,2,2,0,0,100.0,100.0
3291.5,2025-12-03T06:51:30+00:00,released,2,2,1,0,1,100.0,50.0
3291.5,2025-12-03T06:51:30+00:00,allocated,2,2,2,0,0,100.0,100.0
3308.5,2025-12-03T07:08:30+00:00,released,2,2,1,0,1,100.0,50.0
3308.5,2025-12-03T07:08:30+00:00,allocated,2,2,2,0,0,100.0,100.0
3325.5,2025-12-03T07:25:30+00:00,released,2,2,1,0,1,100.0,50.0
3325.5,2025-12-03T07:25:30+00:00,allocated,2,2,2,0,0,100.0,100.0
3393.5,2025-12-03T08:33:30+00:00,released,2,2,1,0,1,100.0,50.0
3393.5,2025-12-03T08:33:30+00:00,allocated,2,2,2,0,0,100.0,100.0
3419.5,2025-12-03T08:59:30+00:00,released,2,2,1,0,1,100.0,50.0
3419.5,2025-12-03T08:59:30+00:00,allocated,2,2,2,0,0,100.0,100.0
3445.5,2025-12-03T09:25:30+00:00,released,2,2,1,0,1,100.0,50.0
3445.5,2025-12-03T09:25:30+00:00,allocated,2,2,2,0,0,100.0,100.0
3523.0,2025-12-03T10:43:00+00:00,released,2,2,1,0,1,100.0,50.0
3523.0,2025-12-03T10:43:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3540.0,2025-12-03T11:00:00+00:00,released,2,2,1,0,1,100.0,50.0
3540.0,2025-12-03T11:00:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3557.0,2025-12-03T11:17:00+00:00,released,2,2,1,0,1,100.0,50.0
3557.0,2025-12-03T11:17:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3583.0,2025-12-03T11:43:00+00:00,released,2,2,1,0,1,100.0,50.0
3583.0,2025-12-03T11:43:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3609.0,2025-12-03T12:09:00+00:00,released,2,2,1,0,1,100.0,50.0
3609.0,2025-12-03T12:09:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3616.5,2025-12-03T12:16:30+00:00,released,2,2,1,0,1,100.0,50.0
3616.5,2025-12-03T12:16:30+00:00,allocated,2,2,2,0,0,100.0,100.0
3780.0,2025-12-03T15:00:00+00:00,released,2,2,1,0,1,100.0,50.0
3780.0,2025-12-03T15:00:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3797.0,2025-12-03T15:17:00+00:00,released,2,2,1,0,1,100.0,50.0
3797.0,2025-12-03T15:17:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3808.0,2025-12-03T15:28:00+00:00,released,2,2,1,0,1,100.0,50.0
3808.0,2025-12-03T15:28:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3814.0,2025-12-03T15:34:00+00:00,released,2,2,1,0,1,100.0,50.0
3814.0,2025-12-03T15:34:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3834.0,2025-12-03T15:54:00+00:00,released,2,2,1,0,1,100.0,50.0
3834.0,2025-12-03T15:54:00+00:00,allocated,2,2,2,0,0,100.0,100.0
3860.0,2025-12-03T16:20:00+00:00,released,2,2,1,0,1,100.0,50.0
3860.0,2025-12-03T16:20:00+00:00,allocated,2,2,2,0,0,100.0,100.0
4008.5,2025-12-03T18:48:30+00:00,released,2,2,1,0,1,100.0,50.0
4008.5,2025-12-03T18:48:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4025.5,2025-12-03T19:05:30+00:00,released,2,2,1,0,1,100.0,50.0
4025.5,2025-12-03T19:05:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4042.5,2025-12-03T19:22:30+00:00,released,2,2,1,0,1,100.0,50.0
4042.5,2025-12-03T19:22:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4047.0,2025-12-03T19:27:00+00:00,released,2,2,1,0,1,100.0,50.0
4047.0,2025-12-03T19:27:00+00:00,allocated,2,2,2,0,0,100.0,100.0
4068.5,2025-12-03T19:48:30+00:00,released,2,2,1,0,1,100.0,50.0
4068.5,2025-12-03T19:48:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4073.0,2025-12-03T19:53:00+00:00,released,2,2,1,0,1,100.0,50.0
4087.0,2025-12-03T20:07:00+00:00,released,2,1,0,1,2,50.0,0.0
4124.0,2025-12-03T20:44:00+00:00,allocated,2,0,1,2,1,0.0,50.0
4128.5,2025-12-03T20:48:30+00:00,allocated,2,1,2,1,0,50.0,100.0
4141.0,2025-12-03T21:01:00+00:00,released,2,2,1,0,1,100.0,50.0
4141.0,2025-12-03T21:01:00+00:00,allocated,2,2,2,0,0,100.0,100.0
4145.5,2025-12-03T21:05:30+00:00,released,2,2,1,0,1,100.0,50.0
4145.5,2025-12-03T21:05:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4171.5,2025-12-03T21:31:30+00:00,released,2,2,1,0,1,100.0,50.0
4171.5,2025-12-03T21:31:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4197.5,2025-12-03T21:57:30+00:00,released,2,2,1,0,1,100.0,50.0
4197.5,2025-12-03T21:57:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4272.5,2025-12-03T23:12:30+00:00,released,2,2,1,0,1,100.0,50.0
4272.5,2025-12-03T23:12:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4289.5,2025-12-03T23:29:30+00:00,released,2,2,1,0,1,100.0,50.0
4289.5,2025-12-03T23:29:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4306.5,2025-12-03T23:46:30+00:00,released,2,2,1,0,1,100.0,50.0
4306.5,2025-12-03T23:46:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4328.5,2025-12-04T00:08:30+00:00,released,2,2,1,0,1,100.0,50.0
4328.5,2025-12-04T00:08:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4332.5,2025-12-04T00:12:30+00:00,released,2,2,1,0,1,100.0,50.0
4332.5,2025-12-04T00:12:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4354.5,2025-12-04T00:34:30+00:00,released,2,2,1,0,1,100.0,50.0
4388.0,2025-12-04T01:08:00+00:00,allocated,2,1,2,1,0,50.0,100.0
4405.0,2025-12-04T01:25:00+00:00,released,2,2,1,0,1,100.0,50.0
4405.0,2025-12-04T01:25:00+00:00,allocated,2,1,2,1,0,50.0,100.0
4431.0,2025-12-04T01:51:00+00:00,released,2,2,1,0,1,100.0,50.0
4431.0,2025-12-04T01:51:00+00:00,allocated,2,2,2,0,0,100.0,100.0
4448.0,2025-12-04T02:08:00+00:00,released,2,2,1,0,1,100.0,50.0
4448.0,2025-12-04T02:08:00+00:00,allocated,2,1,2,1,0,50.0,100.0
4474.0,2025-12-04T02:34:00+00:00,released,2,2,1,0,1,100.0,50.0
4474.0,2025-12-04T02:34:00+00:00,allocated,2,2,2,0,0,100.0,100.0
4479.0,2025-12-04T02:39:00+00:00,released,2,2,1,0,1,100.0,50.0
4479.0,2025-12-04T02:39:00+00:00,allocated,2,2,2,0,0,100.0,100.0
4645.0,2025-12-04T05:25:00+00:00,released,2,2,1,0,1,100.0,50.0
4645.0,2025-12-04T05:25:00+00:00,allocated,2,2,2,0,0,100.0,100.0
4662.0,2025-12-04T05:42:00+00:00,released,2,2,1,0,1,100.0,50.0
4662.0,2025-12-04T05:42:00+00:00,allocated,2,2,2,0,0,100.0,100.0
4674.0,2025-12-04T05:54:00+00:00,released,2,2,1,0,1,100.0,50.0
4674.0,2025-12-04T05:54:00+00:00,allocated,2,2,2,0,0,100.0,100.0
4679.0,2025-12-04T05:59:00+00:00,released,2,2,1,0,1,100.0,50.0
4679.0,2025-12-04T05:59:00+00:00,allocated,2,2,2,0,0,100.0,100.0
4700.0,2025-12-04T06:20:00+00:00,released,2,2,1,0,1,100.0,50.0
4700.0,2025-12-04T06:20:00+00:00,allocated,2,2,2,0,0,100.0,100.0
4726.0,2025-12-04T06:46:00+00:00,released,2,2,1,0,1,100.0,50.0
4755.5,2025-12-04T07:15:30+00:00,allocated,2,1,2,1,0,50.0,100.0
4772.5,2025-12-04T07:32:30+00:00,released,2,2,1,0,1,100.0,50.0
4772.5,2025-12-04T07:32:30+00:00,allocated,2,1,2,1,0,50.0,100.0
4798.5,2025-12-04T07:58:30+00:00,released,2,2,1,0,1,100.0,50.0
4798.5,2025-12-04T07:58:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4815.5,2025-12-04T08:15:30+00:00,released,2,2,1,0,1,100.0,50.0
4815.5,2025-12-04T08:15:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4831.5,2025-12-04T08:31:30+00:00,released,2,2,1,0,1,100.0,50.0
4831.5,2025-12-04T08:31:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4857.5,2025-12-04T08:57:30+00:00,released,2,2,1,0,1,100.0,50.0
4857.5,2025-12-04T08:57:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4874.5,2025-12-04T09:14:30+00:00,released,2,2,1,0,1,100.0,50.0
4874.5,2025-12-04T09:14:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4962.5,2025-12-04T10:42:30+00:00,released,2,2,1,0,1,100.0,50.0
4962.5,2025-12-04T10:42:30+00:00,allocated,2,2,2,0,0,100.0,100.0
4979.5,2025-12-04T10:59:30+00:00,released,2,2,1,0,1,100.0,50.0
4979.5,2025-12-04T10:59:30+00:00,allocated,2,2,2,0,0,100.0,100.0
5005.5,2025-12-04T11:25:30+00:00,released,2,2,1,0,1,100.0,50.0
5005.5,2025-12-04T11:25:30+00:00,allocated,2,2,2,0,0,100.0,100.0
5021.5,2025-12-04T11:41:30+00:00,released,2,2,1,0,1,100.0,50.0
5021.5,2025-12-04T11:41:30+00:00,allocated,2,2,2,0,0,100.0,100.0
5031.5,2025-12-04T11:51:30+00:00,released,2,2,1,0,1,100.0,50.0
5061.0,2025-12-04T12:21:00+00:00,allocated,2,1,2,1,0,50.0,100.0
5078.0,2025-12-04T12:38:00+00:00,released,2,2,1,0,1,100.0,50.0
5078.0,2025-12-04T12:38:00+00:00,allocated,2,1,2,1,0,50.0,100.0
5104.0,2025-12-04T13:04:00+00:00,released,2,2,1,0,1,100.0,50.0
5104.0,2025-12-04T13:04:00+00:00,allocated,2,2,2,0,0,100.0,100.0
5121.0,2025-12-04T13:21:00+00:00,released,2,2,1,0,1,100.0,50.0
5121.0,2025-12-04T13:21:00+00:00,allocated,2,1,2,1,0,50.0,100.0
5147.0,2025-12-04T13:47:00+00:00,released,2,2,1,0,1,100.0,50.0
5147.0,2025-12-04T13:47:00+00:00,allocated,2,2,2,0,0,100.0,100.0
5174.0,2025-12-04T14:14:00+00:00,released,2,2,1,0,1,100.0,50.0
5174.0,2025-12-04T14:14:00+00:00,allocated,2,2,2,0,0,100.0,100.0
5191.0,2025-12-04T14:31:00+00:00,released,2,2,1,0,1,100.0,50.0
5191.0,2025-12-04T14:31:00+00:00,allocated,2,2,2,0,0,100.0,100.0
5330.0,2025-12-04T16:50:00+00:00,released,2,2,1,0,1,100.0,50.0
5330.0,2025-12-04T16:50:00+00:00,allocated,2,2,2,0,0,100.0,100.0
5334.0,2025-12-04T16:54:00+00:00,released,2,2,1,0,1,100.0,50.0
5334.0,2025-12-04T16:54:00+00:00,allocated,2,2,2,0,0,100.0,100.0
5347.0,2025-12-04T17:07:00+00:00,released,2,2,1,0,1,100.0,50.0
5347.0,2025-12-04T17:07:00+00:00,allocated,2,2,2,0,0,100.0,100.0
5360.0,2025-12-04T17:20:00+00:00,released,2,2,1,0,1,100.0,50.0
5360.0,2025-12-04T17:20:00+00:00,allocated,2,2,2,0,0,100.0,100.0
5386.0,2025-12-04T17:46:00+00:00,released,2,2,1,0,1,100.0,50.0
5415.5,2025-12-04T18:15:30+00:00,allocated,2,1,2,1,0,50.0,100.0
5432.5,2025-12-04T18:32:30+00:00,released,2,2,1,0,1,100.0,50.0
5432.5,2025-12-04T18:32:30+00:00,allocated,2,1,2,1,0,50.0,100.0
5458.5,2025-12-04T18:58:30+00:00,released,2,2,1,0,1,100.0,50.0
5458.5,2025-12-04T18:58:30+00:00,allocated,2,2,2,0,0,100.0,100.0
5475.5,2025-12-04T19:15:30+00:00,released,2,2,1,0,1,100.0,50.0
5475.5,2025-12-04T19:15:30+00:00,allocated,2,1,2,1,0,50.0,100.0
5501.5,2025-12-04T19:41:30+00:00,released,2,2,1,0,1,100.0,50.0
5501.5,2025-12-04T19:41:30+00:00,allocated,2,2,2,0,0,100.0,100.0
5544.5,2025-12-04T20:24:30+00:00,released,2,2,1,0,1,100.0,50.0
5544.5,2025-12-04T20:24:30+00:00,allocated,2,2,2,0,0,100.0,100.0
5561.5,2025-12-04T20:41:30+00:00,released,2,2,1,0,1,100.0,50.0
5561.5,2025-12-04T20:41:30+00:00,allocated,2,2,2,0,0,100.0,100.0
5578.5,2025-12-04T20:58:30+00:00,released,2,2,1,0,1,100.0,50.0
5578.5,2025-12-04T20:58:30+00:00,allocated,2,2,2,0,0,100.0,100.0
5604.5,2025-12-04T21:24:30+00:00,released,2,2,1,0,1,100.0,50.0
