workshop_id,completed_retrofits,total_retrofit_time,total_waiting_time,throughput_per_hour,utilization_percent
WS_01,112,6720.0,22079.0,0.46668287093301847,23.334143546650925
WS_02,106,6360.0,22439.0,0.44168200284732106,22.084100142366054
