timestamp,datetime,wagon_id,train_id,rejection_type,detailed_reason,track_id
6595.0,2025-12-05T13:55:00+00:00,W12074,T92,TRACK_FULL,No collection track available,
6666.5,2025-12-05T15:06:30+00:00,W10886,T93,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
6666.5,2025-12-05T15:06:30+00:00,W7542,T93,TRACK_FULL,No collection track available,
6666.5,2025-12-05T15:06:30+00:00,W8990,T93,TRACK_FULL,No collection track available,
6666.5,2025-12-05T15:06:30+00:00,W10814,T93,TRACK_FULL,No collection track available,
6666.5,2025-12-05T15:06:30+00:00,W8952,T93,TRACK_FULL,No collection track available,
6812.75,2025-12-05T17:32:45+00:00,W2853,T94,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
7167.5,2025-12-05T23:27:30+00:00,W11254,T96,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
7167.5,2025-12-05T23:27:30+00:00,W10889,T96,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
7167.5,2025-12-05T23:27:30+00:00,W4915,T96,TRACK_FULL,No collection track available,
7195.25,2025-12-05T23:55:15+00:00,W0883,T97,TRACK_FULL,No collection track available,
7195.25,2025-12-05T23:55:15+00:00,W10330,T97,TRACK_FULL,No collection track available,
7195.25,2025-12-05T23:55:15+00:00,W5036,T97,TRACK_FULL,No collection track available,
7195.25,2025-12-05T23:55:15+00:00,W0665,T97,TRACK_FULL,No collection track available,
7195.25,2025-12-05T23:55:15+00:00,W5519,T97,TRACK_FULL,No collection track available,
7254.5,2025-12-06T00:54:30+00:00,W4701,T98,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
7254.5,2025-12-06T00:54:30+00:00,W4726,T98,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
7254.5,2025-12-06T00:54:30+00:00,W4754,T98,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
7273.75,2025-12-06T01:13:45+00:00,W11482,T99,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
7360.25,2025-12-06T02:40:15+00:00,W2831,T100,TRACK_FULL,No collection track available,
7360.25,2025-12-06T02:40:15+00:00,W11999,T100,TRACK_FULL,No collection track available,
7360.25,2025-12-06T02:40:15+00:00,W12400,T100,TRACK_FULL,No collection track available,
7375.25,2025-12-06T02:55:15+00:00,W0282,T101,TRACK_FULL,No collection track available,
7375.25,2025-12-06T02:55:15+00:00,W2701,T101,TRACK_FULL,No collection track available,
7926.0,2025-12-06T12:06:00+00:00,W8527,T103,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
7927.75,2025-12-06T12:07:45+00:00,W2112,T104,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
7927.75,2025-12-06T12:07:45+00:00,W0411,T104,TRACK_FULL,No collection track available,
7927.75,2025-12-06T12:07:45+00:00,W4337,T104,TRACK_FULL,No collection track available,
7927.75,2025-12-06T12:07:45+00:00,W2166,T104,TRACK_FULL,No collection track available,
7982.75,2025-12-06T13:02:45+00:00,W11539,T105,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
8067.0,2025-12-06T14:27:00+00:00,W11320,T106,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
8067.0,2025-12-06T14:27:00+00:00,W11884,T106,TRACK_FULL,No collection track available,
8067.0,2025-12-06T14:27:00+00:00,W9420,T106,TRACK_FULL,No collection track available,
8067.0,2025-12-06T14:27:00+00:00,W9744,T106,TRACK_FULL,No collection track available,
8067.0,2025-12-06T14:27:00+00:00,W10936,T106,TRACK_FULL,No collection track available,
8067.0,2025-12-06T14:27:00+00:00,W2184,T106,TRACK_FULL,No collection track available,
8067.0,2025-12-06T14:27:00+00:00,W2839,T106,TRACK_FULL,No collection track available,
8087.75,2025-12-06T14:47:45+00:00,W11482,T107,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
8087.75,2025-12-06T14:47:45+00:00,W9733,T107,TRACK_FULL,No collection track available,
8087.75,2025-12-06T14:47:45+00:00,W10993,T107,TRACK_FULL,No collection track available,
8114.75,2025-12-06T15:14:45+00:00,W4726,T108,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
8114.75,2025-12-06T15:14:45+00:00,W4754,T108,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
8114.75,2025-12-06T15:14:45+00:00,W4701,T108,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
8246.5,2025-12-06T17:26:30+00:00,W5612,T109,TRACK_FULL,No collection track available,
8246.5,2025-12-06T17:26:30+00:00,W0928,T109,TRACK_FULL,No collection track available,
8246.5,2025-12-06T17:26:30+00:00,W12177,T109,TRACK_FULL,No collection track available,
8246.5,2025-12-06T17:26:30+00:00,W0888,T109,TRACK_FULL,No collection track available,
8246.5,2025-12-06T17:26:30+00:00,W11510,T109,TRACK_FULL,No collection track available,
8246.5,2025-12-06T17:26:30+00:00,W3210,T109,TRACK_FULL,No collection track available,
8270.25,2025-12-06T17:50:15+00:00,W12260,T110,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
8275.25,2025-12-06T17:55:15+00:00,W5646,T111,TRACK_FULL,No collection track available,
8275.25,2025-12-06T17:55:15+00:00,W6681,T111,TRACK_FULL,No collection track available,
8275.25,2025-12-06T17:55:15+00:00,W6467,T111,TRACK_FULL,No collection track available,
8329.0,2025-12-06T18:49:00+00:00,W11050,T112,TRACK_FULL,No collection track available,
8329.0,2025-12-06T18:49:00+00:00,W12319,T112,TRACK_FULL,No collection track available,
8336.0,2025-12-06T18:56:00+00:00,W6025,T113,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
8336.0,2025-12-06T18:56:00+00:00,W6634,T113,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
8341.25,2025-12-06T19:01:15+00:00,W0475,T114,TRACK_FULL,No collection track available,
8341.25,2025-12-06T19:01:15+00:00,W0827,T114,TRACK_FULL,No collection track available,
8341.25,2025-12-06T19:01:15+00:00,W0561,T114,TRACK_FULL,No collection track available,
8341.25,2025-12-06T19:01:15+00:00,W7563,T114,TRACK_FULL,No collection track available,
8342.0,2025-12-06T19:02:00+00:00,W10886,T115,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
8425.5,2025-12-06T20:25:30+00:00,W2744,T116,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
8425.5,2025-12-06T20:25:30+00:00,W5833,T116,NO_RETROFIT_NEEDED,Wagon doesn't need retrofit,
