timestamp,datetime,locomotive_id,event,from_location,to_location,purpose
1046.5,2025-12-01T17:26:30+00:00,LOCO_02,MOVING,retrofitted,track_19,
1053.5,2025-12-01T17:33:30+00:00,LOCO_02,MOVING,track_19,retrofit,
1061.5,2025-12-01T17:41:30+00:00,LOCO_02,MOVING,retrofit,WS_01,
1072.5,2025-12-01T17:52:30+00:00,LOCO_02,MOVING,WS_01,track_19,
1079.5,2025-12-01T17:59:30+00:00,LOCO_02,MOVING,track_19,retrofit,
1087.5,2025-12-01T18:07:30+00:00,LOCO_02,MOVING,retrofit,WS_02,
1095.0,2025-12-01T18:15:00+00:00,LOCO_01,MOVING,retrofit,track_19,
1098.5,2025-12-01T18:18:30+00:00,LOCO_02,MOVING,WS_02,track_19,
1100.0,2025-12-01T18:20:00+00:00,LOCO_01,PARKING,,,
1100.0,2025-12-01T18:20:00+00:00,LOCO_01,ALLOCATED,,,batch_transport
1100.0,2025-12-01T18:20:00+00:00,LOCO_01,MOVING,track_19,retrofitted,
1107.0,2025-12-01T18:27:00+00:00,LOCO_01,MOVING,retrofitted,parking16,
1130.0,2025-12-01T18:50:00+00:00,LOCO_02,MOVING,track_19,collection1,
1190.0,2025-12-01T19:50:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
1203.0,2025-12-01T20:03:00+00:00,LOCO_02,MOVING,collection1,retrofit,
1228.5,2025-12-01T20:28:30+00:00,LOCO_01,MOVING,parking16,track_19,
1288.5,2025-12-01T21:28:30+00:00,LOCO_01,MOVING,track_19,WS_01,
1295.5,2025-12-01T21:35:30+00:00,LOCO_01,MOVING,WS_01,retrofitted,
1296.0,2025-12-01T21:36:00+00:00,LOCO_02,MOVING,retrofit,track_19,
1300.5,2025-12-01T21:40:30+00:00,LOCO_01,MOVING,retrofitted,track_19,
1301.0,2025-12-01T21:41:00+00:00,LOCO_02,PARKING,,,
1301.0,2025-12-01T21:41:00+00:00,LOCO_02,MOVING,track_19,WS_02,
1305.5,2025-12-01T21:45:30+00:00,LOCO_01,ALLOCATED,,,batch_transport
1305.5,2025-12-01T21:45:30+00:00,LOCO_01,MOVING,track_19,retrofitted,
1308.0,2025-12-01T21:48:00+00:00,LOCO_02,MOVING,WS_02,retrofitted,
1312.5,2025-12-01T21:52:30+00:00,LOCO_01,MOVING,retrofitted,parking16,
1313.0,2025-12-01T21:53:00+00:00,LOCO_02,MOVING,retrofitted,track_19,
1320.0,2025-12-01T22:00:00+00:00,LOCO_02,MOVING,track_19,retrofit,
1328.0,2025-12-01T22:08:00+00:00,LOCO_02,MOVING,retrofit,WS_01,
1339.0,2025-12-01T22:19:00+00:00,LOCO_02,MOVING,WS_01,track_19,
1346.0,2025-12-01T22:26:00+00:00,LOCO_02,MOVING,track_19,retrofit,
1354.0,2025-12-01T22:34:00+00:00,LOCO_02,MOVING,retrofit,WS_02,
1365.0,2025-12-01T22:45:00+00:00,LOCO_02,MOVING,WS_02,track_19,
1370.0,2025-12-01T22:50:00+00:00,LOCO_02,MOVING,track_19,collection1,
1430.0,2025-12-01T23:50:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
1433.0,2025-12-01T23:53:00+00:00,LOCO_02,MOVING,collection1,retrofit,
1434.0,2025-12-01T23:54:00+00:00,LOCO_01,MOVING,parking16,track_19,
1494.0,2025-12-02T00:54:00+00:00,LOCO_01,MOVING,track_19,WS_01,
1496.0,2025-12-02T00:56:00+00:00,LOCO_02,MOVING,retrofit,track_19,
1501.0,2025-12-02T01:01:00+00:00,LOCO_02,PARKING,,,
1501.0,2025-12-02T01:01:00+00:00,LOCO_01,MOVING,WS_01,retrofitted,
1501.0,2025-12-02T01:01:00+00:00,LOCO_02,MOVING,track_19,WS_02,
1506.0,2025-12-02T01:06:00+00:00,LOCO_01,MOVING,retrofitted,track_19,
1508.0,2025-12-02T01:08:00+00:00,LOCO_02,MOVING,WS_02,retrofitted,
1511.0,2025-12-02T01:11:00+00:00,LOCO_01,ALLOCATED,,,batch_transport
1511.0,2025-12-02T01:11:00+00:00,LOCO_01,MOVING,track_19,retrofitted,
1513.0,2025-12-02T01:13:00+00:00,LOCO_02,MOVING,retrofitted,track_19,
1519.0,2025-12-02T01:19:00+00:00,LOCO_01,MOVING,retrofitted,parking16,
1520.0,2025-12-02T01:20:00+00:00,LOCO_02,MOVING,track_19,retrofit,
1528.0,2025-12-02T01:28:00+00:00,LOCO_02,MOVING,retrofit,WS_01,
1539.0,2025-12-02T01:39:00+00:00,LOCO_02,MOVING,WS_01,track_19,
1546.0,2025-12-02T01:46:00+00:00,LOCO_02,MOVING,track_19,retrofit,
1554.0,2025-12-02T01:54:00+00:00,LOCO_02,MOVING,retrofit,WS_02,
1565.0,2025-12-02T02:05:00+00:00,LOCO_02,MOVING,WS_02,track_19,
1570.0,2025-12-02T02:10:00+00:00,LOCO_02,MOVING,track_19,collection1,
1630.0,2025-12-02T03:10:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
1635.0,2025-12-02T03:15:00+00:00,LOCO_02,MOVING,collection1,retrofit,
1642.5,2025-12-02T03:22:30+00:00,LOCO_01,MOVING,parking16,track_19,
1702.5,2025-12-02T04:22:30+00:00,LOCO_01,MOVING,track_19,collection2,
1704.0,2025-12-02T04:24:00+00:00,LOCO_02,MOVING,retrofit,track_19,
1709.0,2025-12-02T04:29:00+00:00,LOCO_02,PARKING,,,
1709.0,2025-12-02T04:29:00+00:00,LOCO_02,MOVING,track_19,WS_01,
1716.0,2025-12-02T04:36:00+00:00,LOCO_02,MOVING,WS_01,retrofitted,
1721.0,2025-12-02T04:41:00+00:00,LOCO_02,MOVING,retrofitted,track_19,
1726.0,2025-12-02T04:46:00+00:00,LOCO_02,MOVING,track_19,WS_02,
1733.0,2025-12-02T04:53:00+00:00,LOCO_02,MOVING,WS_02,retrofitted,
1738.0,2025-12-02T04:58:00+00:00,LOCO_02,MOVING,retrofitted,track_19,
1745.0,2025-12-02T05:05:00+00:00,LOCO_02,MOVING,track_19,retrofit,
1753.0,2025-12-02T05:13:00+00:00,LOCO_02,MOVING,retrofit,WS_01,
1762.5,2025-12-02T05:22:30+00:00,LOCO_01,ALLOCATED,,,batch_transport
1764.0,2025-12-02T05:24:00+00:00,LOCO_02,MOVING,WS_01,track_19,
1765.5,2025-12-02T05:25:30+00:00,LOCO_01,MOVING,collection2,retrofit,
1771.0,2025-12-02T05:31:00+00:00,LOCO_02,MOVING,track_19,retrofit,
1779.0,2025-12-02T05:39:00+00:00,LOCO_02,MOVING,retrofit,WS_02,
1790.0,2025-12-02T05:50:00+00:00,LOCO_02,MOVING,WS_02,track_19,
1795.0,2025-12-02T05:55:00+00:00,LOCO_02,MOVING,track_19,collection1,
1828.5,2025-12-02T06:28:30+00:00,LOCO_01,MOVING,retrofit,track_19,
1833.5,2025-12-02T06:33:30+00:00,LOCO_01,PARKING,,,
1833.5,2025-12-02T06:33:30+00:00,LOCO_01,MOVING,track_19,WS_01,
1840.5,2025-12-02T06:40:30+00:00,LOCO_01,MOVING,WS_01,retrofitted,
1845.5,2025-12-02T06:45:30+00:00,LOCO_01,MOVING,retrofitted,track_19,
1850.5,2025-12-02T06:50:30+00:00,LOCO_01,ALLOCATED,,,batch_transport
1850.5,2025-12-02T06:50:30+00:00,LOCO_01,MOVING,track_19,retrofitted,
1855.0,2025-12-02T06:55:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
1858.5,2025-12-02T06:58:30+00:00,LOCO_01,MOVING,retrofitted,parking16,
1862.0,2025-12-02T07:02:00+00:00,LOCO_02,MOVING,collection1,retrofit,
1937.0,2025-12-02T08:17:00+00:00,LOCO_02,MOVING,retrofit,track_19,
1942.0,2025-12-02T08:22:00+00:00,LOCO_02,PARKING,,,
1944.0,2025-12-02T08:24:00+00:00,LOCO_02,MOVING,track_19,retrofit,
1952.0,2025-12-02T08:32:00+00:00,LOCO_02,MOVING,retrofit,WS_01,
1963.0,2025-12-02T08:43:00+00:00,LOCO_02,MOVING,WS_01,track_19,
1968.0,2025-12-02T08:48:00+00:00,LOCO_02,MOVING,track_19,collection2,
1982.0,2025-12-02T09:02:00+00:00,LOCO_01,MOVING,parking16,track_19,
2028.0,2025-12-02T09:48:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
2035.0,2025-12-02T09:55:00+00:00,LOCO_02,MOVING,collection2,retrofit,
2042.0,2025-12-02T10:02:00+00:00,LOCO_01,MOVING,track_19,WS_02,
2049.0,2025-12-02T10:09:00+00:00,LOCO_01,MOVING,WS_02,retrofitted,
2054.0,2025-12-02T10:14:00+00:00,LOCO_01,MOVING,retrofitted,track_19,
2059.0,2025-12-02T10:19:00+00:00,LOCO_01,MOVING,track_19,collection1,
2110.0,2025-12-02T11:10:00+00:00,LOCO_02,MOVING,retrofit,track_19,
2115.0,2025-12-02T11:15:00+00:00,LOCO_02,PARKING,,,
2117.0,2025-12-02T11:17:00+00:00,LOCO_02,MOVING,track_19,retrofit,
2119.0,2025-12-02T11:19:00+00:00,LOCO_01,ALLOCATED,,,batch_transport
2122.0,2025-12-02T11:22:00+00:00,LOCO_01,MOVING,collection1,retrofit,
2125.0,2025-12-02T11:25:00+00:00,LOCO_02,MOVING,retrofit,WS_02,
2136.0,2025-12-02T11:36:00+00:00,LOCO_02,MOVING,WS_02,track_19,
2141.0,2025-12-02T11:41:00+00:00,LOCO_02,MOVING,track_19,WS_01,
2148.0,2025-12-02T11:48:00+00:00,LOCO_02,MOVING,WS_01,retrofitted,
2153.0,2025-12-02T11:53:00+00:00,LOCO_02,MOVING,retrofitted,track_19,
2158.0,2025-12-02T11:58:00+00:00,LOCO_02,MOVING,track_19,collection2,
2185.0,2025-12-02T12:25:00+00:00,LOCO_01,MOVING,retrofit,track_19,
2190.0,2025-12-02T12:30:00+00:00,LOCO_01,PARKING,,,
2192.0,2025-12-02T12:32:00+00:00,LOCO_01,MOVING,track_19,retrofit,
2200.0,2025-12-02T12:40:00+00:00,LOCO_01,MOVING,retrofit,WS_01,
2211.0,2025-12-02T12:51:00+00:00,LOCO_01,MOVING,WS_01,track_19,
2216.0,2025-12-02T12:56:00+00:00,LOCO_01,ALLOCATED,,,batch_transport
2216.0,2025-12-02T12:56:00+00:00,LOCO_01,MOVING,track_19,retrofitted,
2218.0,2025-12-02T12:58:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
2223.0,2025-12-02T13:03:00+00:00,LOCO_02,MOVING,collection2,retrofit,
2225.0,2025-12-02T13:05:00+00:00,LOCO_01,MOVING,retrofitted,parking16,
2292.0,2025-12-02T14:12:00+00:00,LOCO_02,MOVING,retrofit,track_19,
2297.0,2025-12-02T14:17:00+00:00,LOCO_02,PARKING,,,
2297.0,2025-12-02T14:17:00+00:00,LOCO_02,MOVING,track_19,collection1,
2350.5,2025-12-02T15:10:30+00:00,LOCO_01,MOVING,parking16,track_19,
2357.0,2025-12-02T15:17:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
2362.0,2025-12-02T15:22:00+00:00,LOCO_02,MOVING,collection1,retrofit,
2410.5,2025-12-02T16:10:30+00:00,LOCO_01,MOVING,track_19,WS_02,
2417.5,2025-12-02T16:17:30+00:00,LOCO_01,MOVING,WS_02,retrofitted,
2422.5,2025-12-02T16:22:30+00:00,LOCO_01,MOVING,retrofitted,track_19,
2427.5,2025-12-02T16:27:30+00:00,LOCO_01,MOVING,track_19,WS_01,
2431.0,2025-12-02T16:31:00+00:00,LOCO_02,MOVING,retrofit,track_19,
2434.5,2025-12-02T16:34:30+00:00,LOCO_01,MOVING,WS_01,retrofitted,
2436.0,2025-12-02T16:36:00+00:00,LOCO_02,PARKING,,,
2438.0,2025-12-02T16:38:00+00:00,LOCO_02,MOVING,track_19,retrofit,
2439.5,2025-12-02T16:39:30+00:00,LOCO_01,MOVING,retrofitted,track_19,
2444.5,2025-12-02T16:44:30+00:00,LOCO_01,ALLOCATED,,,batch_transport
2444.5,2025-12-02T16:44:30+00:00,LOCO_01,MOVING,track_19,retrofitted,
2446.0,2025-12-02T16:46:00+00:00,LOCO_02,MOVING,retrofit,WS_02,
2452.5,2025-12-02T16:52:30+00:00,LOCO_01,MOVING,retrofitted,parking1,
2457.0,2025-12-02T16:57:00+00:00,LOCO_02,MOVING,WS_02,track_19,
2461.0,2025-12-02T17:01:00+00:00,LOCO_01,MOVING,parking1,track_19,
2462.0,2025-12-02T17:02:00+00:00,LOCO_02,MOVING,track_19,collection2,
2466.0,2025-12-02T17:06:00+00:00,LOCO_01,MOVING,track_19,collection1,
2522.0,2025-12-02T18:02:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
2525.0,2025-12-02T18:05:00+00:00,LOCO_02,MOVING,collection2,retrofit,
2526.0,2025-12-02T18:06:00+00:00,LOCO_01,ALLOCATED,,,batch_transport
2529.0,2025-12-02T18:09:00+00:00,LOCO_01,MOVING,collection1,retrofit,
2588.0,2025-12-02T19:08:00+00:00,LOCO_02,MOVING,retrofit,track_19,
2592.0,2025-12-02T19:12:00+00:00,LOCO_01,MOVING,retrofit,track_19,
2593.0,2025-12-02T19:13:00+00:00,LOCO_02,PARKING,,,
2595.0,2025-12-02T19:15:00+00:00,LOCO_02,MOVING,track_19,retrofit,
2597.0,2025-12-02T19:17:00+00:00,LOCO_01,PARKING,,,
2597.0,2025-12-02T19:17:00+00:00,LOCO_01,MOVING,track_19,WS_02,
2603.0,2025-12-02T19:23:00+00:00,LOCO_02,MOVING,retrofit,WS_01,
2604.0,2025-12-02T19:24:00+00:00,LOCO_01,MOVING,WS_02,retrofitted,
2609.0,2025-12-02T19:29:00+00:00,LOCO_01,MOVING,retrofitted,track_19,
2614.0,2025-12-02T19:34:00+00:00,LOCO_02,MOVING,WS_01,track_19,
2614.0,2025-12-02T19:34:00+00:00,LOCO_01,ALLOCATED,,,batch_transport
2614.0,2025-12-02T19:34:00+00:00,LOCO_01,MOVING,track_19,retrofitted,
2621.0,2025-12-02T19:41:00+00:00,LOCO_02,MOVING,track_19,retrofit,
2622.0,2025-12-02T19:42:00+00:00,LOCO_01,MOVING,retrofitted,parking12,
2629.0,2025-12-02T19:49:00+00:00,LOCO_02,MOVING,retrofit,WS_02,
2640.0,2025-12-02T20:00:00+00:00,LOCO_02,MOVING,WS_02,track_19,
2645.0,2025-12-02T20:05:00+00:00,LOCO_02,MOVING,track_19,collection2,
2685.5,2025-12-02T20:45:30+00:00,LOCO_01,MOVING,parking12,track_19,
2705.0,2025-12-02T21:05:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
2712.0,2025-12-02T21:12:00+00:00,LOCO_02,MOVING,collection2,retrofit,
2745.5,2025-12-02T21:45:30+00:00,LOCO_01,MOVING,track_19,collection1,
2787.0,2025-12-02T22:27:00+00:00,LOCO_02,MOVING,retrofit,track_19,
2792.0,2025-12-02T22:32:00+00:00,LOCO_02,PARKING,,,
2792.0,2025-12-02T22:32:00+00:00,LOCO_02,MOVING,track_19,WS_01,
2799.0,2025-12-02T22:39:00+00:00,LOCO_02,MOVING,WS_01,retrofitted,
2804.0,2025-12-02T22:44:00+00:00,LOCO_02,MOVING,retrofitted,track_19,
2805.5,2025-12-02T22:45:30+00:00,LOCO_01,ALLOCATED,,,batch_transport
2808.5,2025-12-02T22:48:30+00:00,LOCO_01,MOVING,collection1,retrofit,
2809.0,2025-12-02T22:49:00+00:00,LOCO_02,MOVING,track_19,WS_02,
2816.0,2025-12-02T22:56:00+00:00,LOCO_02,MOVING,WS_02,retrofitted,
2821.0,2025-12-02T23:01:00+00:00,LOCO_02,MOVING,retrofitted,track_19,
2826.0,2025-12-02T23:06:00+00:00,LOCO_02,MOVING,track_19,collection2,
2871.5,2025-12-02T23:51:30+00:00,LOCO_01,MOVING,retrofit,track_19,
2876.5,2025-12-02T23:56:30+00:00,LOCO_01,PARKING,,,
2878.5,2025-12-02T23:58:30+00:00,LOCO_01,MOVING,track_19,retrofit,
2886.0,2025-12-03T00:06:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
2886.5,2025-12-03T00:06:30+00:00,LOCO_01,MOVING,retrofit,WS_01,
2889.0,2025-12-03T00:09:00+00:00,LOCO_02,MOVING,collection2,retrofit,
2897.5,2025-12-03T00:17:30+00:00,LOCO_01,MOVING,WS_01,track_19,
2902.5,2025-12-03T00:22:30+00:00,LOCO_01,MOVING,track_19,collection1,
2952.0,2025-12-03T01:12:00+00:00,LOCO_02,MOVING,retrofit,track_19,
2957.0,2025-12-03T01:17:00+00:00,LOCO_02,PARKING,,,
2959.0,2025-12-03T01:19:00+00:00,LOCO_02,MOVING,track_19,retrofit,
2962.5,2025-12-03T01:22:30+00:00,LOCO_01,ALLOCATED,,,batch_transport
2965.5,2025-12-03T01:25:30+00:00,LOCO_01,MOVING,collection1,retrofit,
2967.0,2025-12-03T01:27:00+00:00,LOCO_02,MOVING,retrofit,WS_02,
2978.0,2025-12-03T01:38:00+00:00,LOCO_02,MOVING,WS_02,track_19,
2983.0,2025-12-03T01:43:00+00:00,LOCO_02,MOVING,track_19,WS_01,
2990.0,2025-12-03T01:50:00+00:00,LOCO_02,MOVING,WS_01,retrofitted,
2995.0,2025-12-03T01:55:00+00:00,LOCO_02,MOVING,retrofitted,track_19,
3000.0,2025-12-03T02:00:00+00:00,LOCO_02,MOVING,track_19,collection2,
3028.5,2025-12-03T02:28:30+00:00,LOCO_01,MOVING,retrofit,track_19,
3033.5,2025-12-03T02:33:30+00:00,LOCO_01,PARKING,,,
3035.5,2025-12-03T02:35:30+00:00,LOCO_01,MOVING,track_19,retrofit,
3043.5,2025-12-03T02:43:30+00:00,LOCO_01,MOVING,retrofit,WS_01,
3054.5,2025-12-03T02:54:30+00:00,LOCO_01,MOVING,WS_01,track_19,
3059.5,2025-12-03T02:59:30+00:00,LOCO_01,ALLOCATED,,,batch_transport
3059.5,2025-12-03T02:59:30+00:00,LOCO_01,MOVING,track_19,retrofitted,
3060.0,2025-12-03T03:00:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
3066.5,2025-12-03T03:06:30+00:00,LOCO_01,MOVING,retrofitted,parking13,
3067.0,2025-12-03T03:07:00+00:00,LOCO_02,MOVING,collection2,retrofit,
3142.0,2025-12-03T04:22:00+00:00,LOCO_02,MOVING,retrofit,track_19,
3143.0,2025-12-03T04:23:00+00:00,LOCO_01,MOVING,parking13,track_19,
3147.0,2025-12-03T04:27:00+00:00,LOCO_02,PARKING,,,
3147.0,2025-12-03T04:27:00+00:00,LOCO_02,MOVING,track_19,collection1,
3203.0,2025-12-03T05:23:00+00:00,LOCO_01,MOVING,track_19,WS_02,
3207.0,2025-12-03T05:27:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
3210.0,2025-12-03T05:30:00+00:00,LOCO_01,MOVING,WS_02,retrofitted,
3212.0,2025-12-03T05:32:00+00:00,LOCO_02,MOVING,collection1,retrofit,
3215.0,2025-12-03T05:35:00+00:00,LOCO_01,MOVING,retrofitted,track_19,
3220.0,2025-12-03T05:40:00+00:00,LOCO_01,MOVING,track_19,WS_01,
3227.0,2025-12-03T05:47:00+00:00,LOCO_01,MOVING,WS_01,retrofitted,
3232.0,2025-12-03T05:52:00+00:00,LOCO_01,MOVING,retrofitted,track_19,
3239.0,2025-12-03T05:59:00+00:00,LOCO_01,MOVING,track_19,retrofit,
3247.0,2025-12-03T06:07:00+00:00,LOCO_01,MOVING,retrofit,WS_02,
3258.0,2025-12-03T06:18:00+00:00,LOCO_01,MOVING,WS_02,track_19,
3263.0,2025-12-03T06:23:00+00:00,LOCO_01,MOVING,track_19,collection2,
3281.0,2025-12-03T06:41:00+00:00,LOCO_02,MOVING,retrofit,track_19,
3286.0,2025-12-03T06:46:00+00:00,LOCO_02,PARKING,,,
3288.0,2025-12-03T06:48:00+00:00,LOCO_02,MOVING,track_19,retrofit,
3296.0,2025-12-03T06:56:00+00:00,LOCO_02,MOVING,retrofit,WS_01,
3307.0,2025-12-03T07:07:00+00:00,LOCO_02,MOVING,WS_01,track_19,
3312.0,2025-12-03T07:12:00+00:00,LOCO_02,ALLOCATED,,,batch_transport
3312.0,2025-12-03T07:12:00+00:00,LOCO_02,MOVING,track_19,retrofitted,
3321.0,2025-12-03T07:21:00+00:00,LOCO_02,MOVING,retrofitted,parking14,
3323.0,2025-12-03T07:23:00+00:00,LOCO_01,ALLOCATED,,,batch_transport
3326.0,2025-12-03T07:26:00+00:00,LOCO_01,MOVING,collection2,retrofit,
3389.0,2025-12-03T08:29:00+00:00,LOCO_01,MOVING,retrofit,track_19,
3394.0,2025-12-03T08:34:00+00:00,LOCO_01,PARKING,,,
3394.0,2025-12-03T08:34:00+00:00,LOCO_01,MOVING,track_19,collection1,
3401.5,2025-12-03T08:41:30+00:00,LOCO_02,MOVING,parking14,track_19,
3454.0,2025-12-03T09:34:00+00:00,LOCO_01,ALLOCATED,,,batch_transport
3461.0,2025-12-03T09:41:00+00:00,LOCO_01,MOVING,collection1,retrofit,
3461.5,2025-12-03T09:41:30+00:00,LOCO_02,MOVING,track_19,WS_02,
3468.5,2025-12-03T09:48:30+00:00,LOCO_02,MOVING,WS_02,retrofitted,
3473.5,2025-12-03T09:53:30+00:00,LOCO_02,MOVING,retrofitted,track_19,
3478.5,2025-12-03T09:58:30+00:00,LOCO_02,MOVING,track_19,WS_01,
3485.5,2025-12-03T10:05:30+00:00,LOCO_02,MOVING,WS_01,retrofitted,
3490.5,2025-12-03T10:10:30+00:00,LOCO_02,MOVING,retrofitted,track_19,
3497.5,2025-12-03T10:17:30+00:00,LOCO_02,MOVING,track_19,retrofit,
3505.5,2025-12-03T10:25:30+00:00,LOCO_02,MOVING,retrofit,WS_02,
3516.5,2025-12-03T10:36:30+00:00,LOCO_02,MOVING,WS_02,track_19,
3521.5,2025-12-03T10:41:30+00:00,LOCO_02,MOVING,track_19,collection2,
3536.0,2025-12-03T10:56:00+00:00,LOCO_01,MOVING,retrofit,track_19,
3541.0,2025-12-03T11:01:00+00:00,LOCO_01,PARKING,,,
3543.0,2025-12-03T11:03:00+00:00,LOCO_01,MOVING,track_19,retrofit,
3551.0,2025-12-03T11:11:00+00:00,LOCO_01,MOVING,retrofit,WS_01,
3562.0,2025-12-03T11:22:00+00:00,LOCO_01,MOVING,WS_01,track_19,
3567.0,2025-12-03T11:27:00+00:00,LOCO_01,ALLOCATED,,,batch_transport
3567.0,2025-12-03T11:27:00+00:00,LOCO_01,MOVING,track_19,retrofitted,
3575.0,2025-12-03T11:35:00+00:00,LOCO_01,MOVING,retrofitted,parking15,
3581.5,2025-12-03T11:41:30+00:00,LOCO_02,ALLOCATED,,,batch_transport
3584.5,2025-12-03T11:44:30+00:00,LOCO_02,MOVING,collection2,retrofit,
3647.5,2025-12-03T12:47:30+00:00,LOCO_02,MOVING,retrofit,track_19,
3652.5,2025-12-03T12:52:30+00:00,LOCO_02,PARKING,,,
3652.5,2025-12-03T12:52:30+00:00,LOCO_02,MOVING,track_19,collection1,
3653.5,2025-12-03T12:53:30+00:00,LOCO_01,MOVING,parking15,track_19,
3712.5,2025-12-03T13:52:30+00:00,LOCO_02,ALLOCATED,,,batch_transport
3713.5,2025-12-03T13:53:30+00:00,LOCO_01,MOVING,track_19,WS_02,
3719.5,2025-12-03T13:59:30+00:00,LOCO_02,MOVING,collection1,retrofit,
3720.5,2025-12-03T14:00:30+00:00,LOCO_01,MOVING,WS_02,retrofitted,
3725.5,2025-12-03T14:05:30+00:00,LOCO_01,MOVING,retrofitted,track_19,
